age_head,DSI,EIC,FLPDYR,f2441,f6251,MARS,XTOT,e00200,e00300,e00400,e00600,e00700,e00800,e00900,e01200,e01700,e01400,e02000,e02100,e02300,e02400,e03150,e03300,e03400,e03500,e03270,e07300,e07400,e07600,e09700,e09800,e09900,e11200,e17500,e18500,e19200,e20100,e19800,e20500,e20400,e27200,e26270,e32800,MIDR,n24,e00650,e01100,e03210,e03220,e03230,e03240,e03290,e07240,e07260,p08000,e18400,p22250,p23250,e24515,e24518,p25470,e58990,e62900,e87530,RECID,s006,p87521,age_spouse,e00200p,e00900p,e02100p,filer
99,0,0,1991,0,0,1,1,552,561,0,145,549,0,0,0,0,0,0,-3838,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-193.832,-41.314,0,-229.363,-159.175,-187.498,-5.451,-220.431,-56.227,-162.019,-36.938,-77.36,-160.878,-251.265,-214.064,-80.662,-181.185,-82.541,-244.112,-102.922,-1.462,-193.041,-204.232,0,0,552,0,-3838,5335
99,0,0,1991,0,0,1,1,38410,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-193.393,-41.22,0,-228.844,-158.815,-187.073,-5.438,-219.931,-56.1,-161.652,-36.854,-77.185,-160.513,-250.696,-213.579,-80.479,-180.774,-82.354,-243.559,-102.689,-1.459,-192.604,-203.77,0,0,38410,0,0,5336
99,0,0,1991,0,0,2,4,10790,83,0,0,0,0,0,0,6158,0,0,-24850,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,-193.173,-41.173,0,-228.584,-158.634,-186.86,-5.432,-219.682,-56.036,-161.468,-36.812,-77.097,-160.331,-250.411,-213.336,-80.388,-180.569,-82.261,-243.283,-102.572,-1.457,-192.385,-203.538,0,0,10790,0,-24850,5337
99,0,0,1991,0,0,1,1,0,6169,0,0,0,0,75360,0,0,0,6288,-90370,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192.88,-41.111,0,-228.237,-158.394,-186.577,-5.424,-219.349,-55.951,-161.223,-36.757,-76.98,-160.088,-250.031,-213.013,-80.266,-180.295,-82.136,-242.914,-102.416,-1.455,-192.093,-203.23,0,0,0,75360,-90370,5338
99,0,0,1991,0,0,2,5,40000,0,0,0,0,0,-2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192.588,-41.049,0,-227.891,-158.153,-186.294,-5.416,-219.016,-55.866,-160.978,-36.701,-76.863,-159.845,-249.652,-212.689,-80.144,-180.022,-82.011,-242.545,-102.261,-1.453,-191.802,-202.921,0,0,40000,-2631,0,5339
99,0,0,1991,0,0,1,1,0,0,0,0,0,0,26310,0,0,0,-32460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-192.002,-40.924,0,-227.198,-157.672,-185.727,-5.399,-218.35,-55.697,-160.489,-36.589,-76.63,-159.359,-248.893,-212.043,-79.9,-179.474,-81.762,-241.808,-101.95,-1.448,-191.219,-202.304,0,0,0,26310,0,5340
99,0,0,1991,0,0,2,2,3040,0,0,0,0,0,-6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191.343,-40.783,0,-226.418,-157.131,-185.09,-5.381,-217.601,-55.505,-159.938,-36.464,-76.367,-158.812,-248.039,-211.315,-79.626,-178.859,-81.481,-240.978,-101.6,-1.443,-190.562,-201.61,0,0,3040,-6572,0,5341
99,0,0,1991,0,0,1,1,0,9954,0,0,0,0,0,0,0,0,-12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7564,0,0,-191.05,-40.721,0,-226.072,-156.891,-184.807,-5.373,-217.268,-55.421,-159.694,-36.408,-76.25,-158.569,-247.659,-210.992,-79.504,-178.585,-81.357,-240.609,-101.445,-1.441,-190.271,-201.302,0,0,0,0,0,5342
99,0,0,1991,0,0,2,3,36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191.05,-40.721,0,-226.072,-156.891,-184.807,-5.373,-217.268,-55.421,-159.694,-36.408,-76.25,-158.569,-247.659,-210.992,-79.504,-178.585,-81.357,-240.609,-101.445,-1.441,-190.271,-201.302,0,0,36950,0,0,5343
99,0,0,1991,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190.538,-40.612,0,-225.466,-156.47,-184.311,-5.358,-216.685,-55.272,-159.265,-36.31,-76.045,-158.144,-246.995,-210.426,-79.291,-178.106,-81.138,-239.964,-101.173,-1.437,-189.761,-200.762,0,0,0,0,0,5344
99,0,0,1991,0,0,6,3,0,26,0,0,0,0,37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190.392,-40.58,0,-225.292,-156.35,-184.17,-5.354,-216.518,-55.229,-159.143,-36.282,-75.987,-158.022,-246.805,-210.264,-79.23,-177.969,-81.076,-239.779,-101.095,-1.436,-189.615,-200.607,0,0,0,37180,0,5345
99,0,0,1991,0,1,2,2,90800,1569,11270,2382,0,0,0,58,0,0,-12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12230,0,0,-190.026,-40.502,0,-224.859,-156.049,-183.816,-5.344,-216.102,-55.123,-158.837,-36.213,-75.841,-157.719,-246.331,-209.86,-79.078,-177.627,-80.92,-239.319,-100.901,-1.434,-189.25,-200.222,0,0,90800,0,0,5346
99,0,0,1991,0,0,1,1,67640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-189.66,-40.424,0,-224.426,-155.749,-183.462,-5.333,-215.686,-55.017,-158.531,-36.143,-75.695,-157.415,-245.856,-209.456,-78.925,-177.285,-80.764,-238.858,-100.706,-1.431,-188.886,-199.836,0,0,67640,0,0,5347
99,0,0,1991,0,0,4,1,0,0,0,0,0,0,-2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-189.586,-40.409,0,-224.34,-155.689,-183.391,-5.331,-215.603,-54.996,-158.47,-36.129,-75.665,-157.354,-245.761,-209.375,-78.895,-177.216,-80.733,-238.765,-100.667,-1.43,-188.813,-199.759,0,0,0,-2590,0,5348
99,0,0,1991,0,0,2,5,0,0,0,0,0,0,-27910,0,0,0,-11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,-187.39,-39.941,0,-221.741,-153.885,-181.267,-5.27,-213.105,-54.359,-156.634,-35.71,-74.789,-155.531,-242.915,-206.95,-77.981,-175.164,-79.798,-236.0,-99.501,-1.414,-186.626,-197.445,0,0,0,-27910,0,5349
99,0,0,1991,0,0,1,1,921,5010,0,0,0,0,0,0,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-187.39,-39.941,0,-221.741,-153.885,-181.267,-5.27,-213.105,-54.359,-156.634,-35.71,-74.789,-155.531,-242.915,-206.95,-77.981,-175.164,-79.798,-236.0,-99.501,-1.414,-186.626,-197.445,0,0,921,0,0,5350
99,0,0,1991,0,0,1,1,0,32010,0,0,0,832,0,0,0,0,0,-46410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-186.951,-39.847,0,-221.221,-153.525,-180.842,-5.257,-212.606,-54.231,-156.267,-35.627,-74.614,-155.167,-242.345,-206.465,-77.798,-174.753,-79.611,-235.447,-99.268,-1.41,-186.188,-196.982,0,0,0,0,-46410,5351
99,0,0,1991,0,0,1,1,0,5074,0,991,968,0,81780,0,0,0,0,0,0,0,0,10840,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-186.585,-39.769,0,-220.788,-153.224,-180.488,-5.247,-212.19,-54.125,-155.961,-35.557,-74.468,-154.863,-241.871,-206.06,-77.646,-174.411,-79.455,-234.986,-99.074,-1.408,-185.824,-196.597,0,0,0,81780,0,5352
99,0,0,1991,0,0,2,4,0,225,0,0,0,0,24630,0,0,0,-2772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-186.512,-39.754,0,-220.702,-153.164,-180.417,-5.245,-212.106,-54.104,-155.9,-35.543,-74.438,-154.802,-241.776,-205.98,-77.616,-174.343,-79.424,-234.894,-99.035,-1.407,-185.751,-196.52,0,0,0,24630,0,5353
99,0,0,1991,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,-5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-185.926,-39.629,0,-220.009,-152.683,-179.85,-5.228,-211.44,-53.934,-155.411,-35.431,-74.205,-154.316,-241.017,-205.333,-77.372,-173.795,-79.175,-234.156,-98.724,-1.403,-185.168,-195.903,0,0,0,0,-5247,5354
99,0,0,1991,0,0,2,6,81070,2824,0,0,610,0,0,0,0,0,-14930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14930,0,0,-185.194,-39.473,0,-219.143,-152.082,-179.142,-5.208,-210.608,-53.722,-154.799,-35.292,-73.913,-153.709,-240.068,-204.525,-77.067,-173.111,-78.863,-233.234,-98.335,-1.397,-184.439,-195.131,0,0,81070,0,0,5355
99,0,0,1991,0,0,6,2,0,0,0,0,0,0,-2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184.828,-39.395,0,-218.709,-151.782,-178.788,-5.198,-210.192,-53.616,-154.493,-35.222,-73.767,-153.405,-239.594,-204.12,-76.915,-172.769,-78.707,-232.773,-98.141,-1.394,-184.074,-194.746,0,0,0,-2525,0,5356
99,0,0,1991,0,0,2,6,24380,67850,0,0,0,0,-94080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184.536,-39.332,0,-218.363,-151.541,-178.505,-5.189,-209.859,-53.531,-154.248,-35.166,-73.65,-153.162,-239.214,-203.797,-76.793,-172.495,-78.582,-232.404,-97.986,-1.392,-183.783,-194.437,0,0,24380,-94080,0,5357
99,0,0,1991,0,0,2,2,0,154,0,0,0,0,12680,0,0,0,-1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776,0,0,-184.316,-39.285,0,-218.103,-151.361,-178.293,-5.183,-209.609,-53.467,-154.065,-35.125,-73.562,-152.98,-238.929,-203.554,-76.702,-172.29,-78.489,-232.128,-97.869,-1.39,-183.564,-194.206,0,0,0,12680,0,5358
99,0,0,1991,0,0,2,3,21430,161,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183.877,-39.192,0,-217.583,-151.0,-177.868,-5.171,-209.11,-53.34,-153.697,-35.041,-73.387,-152.615,-238.36,-203.069,-76.519,-171.879,-78.302,-231.575,-97.636,-1.387,-183.127,-193.743,0,0,21430,0,0,5359
99,0,0,1991,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183.657,-39.145,0,-217.324,-150.82,-177.655,-5.165,-208.86,-53.276,-153.514,-34.999,-73.299,-152.433,-238.075,-202.827,-76.428,-171.674,-78.208,-231.298,-97.519,-1.385,-182.908,-193.512,0,0,0,0,0,5360
99,0,0,1991,1,0,2,5,7450,11,0,0,0,0,-7426,0,0,0,-2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183.511,-39.114,0,-217.15,-150.7,-177.514,-5.161,-208.693,-53.233,-153.392,-34.971,-73.241,-152.311,-237.886,-202.665,-76.367,-171.537,-78.146,-231.114,-97.441,-1.384,-182.762,-193.357,0,0,7450,-7426,0,5361
99,0,0,1991,0,0,2,5,0,3902,250700,0,0,0,-6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-182.852,-38.973,0,-216.371,-150.159,-176.877,-5.142,-207.944,-53.042,-152.841,-34.846,-72.978,-151.765,-237.032,-201.938,-76.093,-170.921,-77.865,-230.284,-97.092,-1.379,-182.106,-192.663,0,0,0,-6400,0,5362
99,0,0,1991,0,0,1,1,4603,306,0,0,0,0,-7390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-181.608,-38.708,0,-214.898,-149.137,-175.673,-5.107,-206.529,-52.681,-151.801,-34.608,-72.481,-150.732,-235.419,-200.563,-75.575,-169.758,-77.336,-228.717,-96.431,-1.37,-180.867,-191.352,0,0,4603,-7390,0,5363
99,0,0,1991,0,0,1,1,62700,504,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-181.169,-38.615,0,-214.379,-148.776,-175.248,-5.095,-206.03,-52.554,-151.434,-34.525,-72.306,-150.367,-234.849,-200.078,-75.392,-169.348,-77.148,-228.164,-96.198,-1.367,-180.429,-190.889,0,0,62700,0,0,5364
99,0,0,1991,0,1,2,2,0,28750,0,819,0,0,-66740,0,0,0,-670700,0,0,0,0,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-180.217,-38.412,0,-213.253,-147.995,-174.327,-5.068,-204.947,-52.278,-150.638,-34.343,-71.926,-149.578,-233.616,-199.027,-74.996,-168.458,-76.743,-226.965,-95.692,-1.36,-179.482,-189.887,0,0,0,-66740,0,5365
99,0,0,1991,0,0,1,1,53000,334,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-180.144,-38.396,0,-213.166,-147.934,-174.257,-5.066,-204.864,-52.257,-150.577,-34.329,-71.897,-149.517,-233.521,-198.947,-74.965,-168.39,-76.712,-226.873,-95.653,-1.359,-179.409,-189.81,0,0,53000,0,0,5366
99,0,0,1991,0,1,2,2,0,4314,0,916,2777,0,0,0,0,0,-25010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579,0,0,-178.753,-38.1,0,-211.52,-146.792,-172.911,-5.027,-203.282,-51.853,-149.414,-34.064,-71.342,-148.362,-231.718,-197.411,-74.387,-167.09,-76.12,-225.122,-94.915,-1.349,-178.024,-188.344,0,0,0,0,0,5367
99,0,0,1991,0,0,1,1,0,45,0,0,0,0,-2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-178.68,-38.084,0,-211.434,-146.732,-172.841,-5.025,-203.199,-51.832,-149.353,-34.05,-71.313,-148.302,-231.623,-197.33,-74.356,-167.021,-76.089,-225.03,-94.876,-1.348,-177.951,-188.267,0,0,0,-2486,0,5368
99,0,0,1991,0,0,3,1,62670,19,0,0,0,0,-2851,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-177.875,-37.913,0,-210.481,-146.071,-172.062,-5.002,-202.284,-51.598,-148.68,-33.897,-70.991,-147.633,-230.579,-196.441,-74.021,-166.269,-75.746,-224.015,-94.449,-1.342,-177.149,-187.419,0,0,62670,-2851,0,5369
99,0,0,1991,0,0,2,2,45780,0,0,0,0,0,0,0,0,0,-2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,-177.435,-37.819,0,-209.961,-145.71,-171.637,-4.99,-201.784,-51.471,-148.313,-33.813,-70.816,-147.269,-230.01,-195.956,-73.838,-165.858,-75.559,-223.462,-94.215,-1.339,-176.711,-186.956,0,0,45780,0,0,5370
99,0,0,1991,0,1,2,5,0,772,0,0,0,0,-3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-176.923,-37.71,0,-209.355,-145.289,-171.141,-4.975,-201.201,-51.322,-147.885,-33.716,-70.611,-146.844,-229.346,-195.39,-73.625,-165.379,-75.341,-222.817,-93.943,-1.335,-176.201,-186.416,0,0,0,-3189,0,5371
99,0,0,1991,0,0,1,1,0,0,0,514,0,0,-2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-176.484,-37.616,0,-208.835,-144.929,-170.716,-4.963,-200.702,-51.195,-147.518,-33.632,-70.436,-146.479,-228.776,-194.905,-73.442,-164.969,-75.154,-222.264,-93.71,-1.331,-175.764,-185.953,0,0,0,-2925,0,5372
99,0,0,1991,0,0,2,2,0,20450,0,0,2146,0,0,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,-176.337,-37.585,0,-208.662,-144.809,-170.575,-4.959,-200.535,-51.152,-147.395,-33.604,-70.378,-146.358,-228.587,-194.743,-73.381,-164.832,-75.091,-222.08,-93.632,-1.33,-175.618,-185.799,0,0,0,0,0,5373
99,0,0,1991,0,0,1,1,57660,285,0,625,0,0,0,0,0,0,-4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,-175.971,-37.507,0,-208.229,-144.508,-170.221,-4.949,-200.119,-51.046,-147.089,-33.534,-70.232,-146.054,-228.112,-194.339,-73.229,-164.49,-74.935,-221.619,-93.438,-1.328,-175.253,-185.413,0,0,57660,0,0,5374
99,0,0,1991,0,0,2,4,71440,1293,0,8,405,0,0,0,0,0,-4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,0,0,-175.239,-37.351,0,-207.363,-143.907,-169.513,-4.928,-199.287,-50.834,-146.478,-33.395,-69.939,-145.446,-227.163,-193.53,-72.925,-163.805,-74.624,-220.697,-93.049,-1.322,-174.524,-184.642,0,0,71440,0,0,5375
99,0,0,1991,0,0,2,4,69400,0,0,0,0,2600,0,0,0,0,-815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,-174.727,-37.242,0,-206.756,-143.486,-169.017,-4.914,-198.704,-50.685,-146.049,-33.297,-69.735,-145.021,-226.499,-192.964,-72.711,-163.326,-74.405,-220.051,-92.777,-1.318,-174.014,-184.102,0,0,69400,0,0,5376
99,0,0,1991,0,0,2,2,9777,1681,0,1167,0,0,0,0,0,0,13,-20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-174.654,-37.226,0,-206.67,-143.426,-168.946,-4.911,-198.621,-50.664,-145.988,-33.283,-69.706,-144.96,-226.404,-192.884,-72.681,-163.258,-74.374,-219.959,-92.738,-1.318,-173.941,-184.025,0,0,9777,0,-20550,5377
99,0,0,1991,0,0,1,1,10560,1306,0,0,0,0,0,0,0,0,-3223,-5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3223,0,0,-174.288,-37.148,0,-206.237,-143.125,-168.592,-4.901,-198.205,-50.558,-145.682,-33.213,-69.56,-144.656,-225.93,-192.479,-72.529,-162.916,-74.218,-219.498,-92.544,-1.315,-173.577,-183.639,0,0,10560,0,-5681,5378
99,0,0,1991,0,0,2,2,0,13070,0,396,0,0,-22220,0,0,0,5605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-172.092,-36.68,0,-203.638,-141.322,-166.468,-4.839,-195.707,-49.921,-143.847,-32.795,-68.683,-142.834,-223.083,-190.054,-71.615,-160.863,-73.283,-216.733,-91.378,-1.298,-171.39,-181.326,0,0,0,-22220,0,5379
99,0,0,1991,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,179900,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171.872,-36.633,0,-203.378,-141.142,-166.255,-4.833,-195.458,-49.857,-143.663,-32.753,-68.596,-142.652,-222.798,-189.812,-71.523,-160.658,-73.19,-216.456,-91.261,-1.297,-171.171,-181.094,0,0,0,0,179900,5380
99,0,0,1991,0,0,1,1,52920,1966,0,0,0,0,0,0,0,0,-4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129,0,0,-171.872,-36.633,0,-203.378,-141.142,-166.255,-4.833,-195.458,-49.857,-143.663,-32.753,-68.596,-142.652,-222.798,-189.812,-71.523,-160.658,-73.19,-216.456,-91.261,-1.297,-171.171,-181.094,0,0,52920,0,0,5381
99,0,0,1991,0,0,2,6,0,955,0,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171.799,-36.618,0,-203.292,-141.082,-166.185,-4.831,-195.374,-49.836,-143.602,-32.739,-68.566,-142.591,-222.703,-189.731,-71.493,-160.589,-73.159,-216.364,-91.223,-1.296,-171.098,-181.017,0,0,0,13200,0,5382
99,0,0,1991,0,0,2,2,0,7080,0,752,0,0,-15160,0,0,18960,-24660,-3728,0,15490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28340,0,0,-171.506,-36.555,0,-202.945,-140.841,-165.901,-4.823,-195.041,-49.751,-143.357,-32.683,-68.449,-142.348,-222.324,-189.407,-71.371,-160.316,-73.034,-215.995,-91.067,-1.294,-170.806,-180.709,0,0,0,-15160,-3728,5383
99,0,0,1991,0,0,1,1,15380,0,0,0,0,0,-15240,0,0,0,0,-2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170.774,-36.399,0,-202.079,-140.24,-165.193,-4.802,-194.209,-49.539,-142.745,-32.544,-68.157,-141.74,-221.375,-188.599,-71.066,-159.632,-72.722,-215.073,-90.678,-1.288,-170.077,-179.937,0,0,15380,-15240,-2466,5384
99,0,0,1991,0,0,1,1,25580,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170.628,-36.368,0,-201.906,-140.12,-165.052,-4.798,-194.042,-49.496,-142.623,-32.516,-68.099,-141.619,-221.185,-188.437,-71.005,-159.495,-72.66,-214.889,-90.601,-1.287,-169.932,-179.783,0,0,25580,0,0,5385
99,0,0,1991,0,0,2,2,0,484,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-170.115,-36.259,0,-201.299,-139.699,-164.556,-4.784,-193.46,-49.348,-142.195,-32.418,-67.894,-141.193,-220.521,-187.872,-70.792,-159.016,-72.442,-214.244,-90.329,-1.283,-169.421,-179.243,0,0,0,0,0,5386
99,0,0,1991,0,0,1,1,111500,8326,0,0,0,0,0,0,0,0,-124200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19220,0,0,-169.31,-36.087,0,-200.347,-139.038,-163.777,-4.761,-192.544,-49.114,-141.522,-32.265,-67.573,-140.525,-219.477,-186.982,-70.457,-158.263,-72.099,-213.23,-89.901,-1.277,-168.619,-178.395,0,0,111500,0,0,5387
99,0,0,1991,0,0,1,1,0,0,0,0,0,0,-2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168.651,-35.947,0,-199.567,-138.497,-163.14,-4.743,-191.795,-48.923,-140.971,-32.139,-67.31,-139.978,-218.623,-186.255,-70.183,-157.647,-71.818,-212.4,-89.551,-1.272,-167.963,-177.701,0,0,0,-2304,0,5388
99,0,0,1991,0,0,2,4,24430,2300,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-167.846,-35.775,0,-198.614,-137.836,-162.361,-4.72,-190.879,-48.689,-140.298,-31.986,-66.989,-139.31,-217.579,-185.366,-69.848,-156.895,-71.475,-211.386,-89.124,-1.266,-167.161,-176.852,0,0,24430,0,0,5389
99,0,0,1991,0,0,1,1,2928,563,0,162,0,0,0,0,0,0,-2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945,0,0,-167.773,-35.759,0,-198.528,-137.776,-162.29,-4.718,-190.796,-48.668,-140.237,-31.972,-66.96,-139.249,-217.485,-185.285,-69.817,-156.826,-71.444,-211.294,-89.085,-1.266,-167.088,-176.775,0,0,2928,0,0,5390
99,0,0,1991,0,0,2,4,20700,362,0,0,0,0,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-167.187,-35.635,0,-197.835,-137.295,-161.724,-4.701,-190.13,-48.498,-139.747,-31.86,-66.726,-138.763,-216.725,-184.638,-69.574,-156.279,-71.195,-210.556,-88.774,-1.261,-166.505,-176.158,0,0,20700,0,0,5391
99,0,0,1991,0,0,1,1,0,1497,0,0,0,0,0,0,0,0,1227,-5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-166.821,-35.557,0,-197.402,-136.994,-161.37,-4.691,-189.714,-48.392,-139.441,-31.791,-66.58,-138.459,-216.251,-184.234,-69.421,-155.937,-71.039,-210.095,-88.58,-1.258,-166.141,-175.773,0,0,0,0,-5003,5392
99,0,0,1991,0,0,2,2,0,1309,0,5373,0,0,0,0,0,0,-398,-8561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-166.675,-35.525,0,-197.228,-136.874,-161.228,-4.687,-189.547,-48.35,-139.319,-31.763,-66.521,-138.338,-216.061,-184.072,-69.361,-155.8,-70.977,-209.911,-88.502,-1.257,-165.995,-175.618,0,0,0,0,-8561,5393
99,0,0,1991,0,0,4,1,32040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-165.65,-35.307,0,-196.016,-136.032,-160.237,-4.658,-188.382,-48.052,-138.462,-31.567,-66.112,-137.487,-214.733,-182.94,-68.934,-154.842,-70.54,-208.62,-87.958,-1.25,-164.974,-174.538,0,0,32040,0,0,5394
99,0,0,1991,0,0,2,3,10720,0,0,0,0,0,-11020,0,0,0,-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-164.625,-35.089,0,-194.803,-135.191,-159.246,-4.629,-187.216,-47.755,-137.606,-31.372,-65.703,-136.637,-213.404,-181.809,-68.508,-153.884,-70.104,-207.33,-87.414,-1.242,-163.954,-173.459,0,0,10720,-11020,0,5395
99,0,0,1991,0,0,2,2,15960,4120,0,0,0,0,3999,0,0,0,10790,-15740,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-163.601,-34.87,0,-193.59,-134.349,-158.254,-4.601,-186.051,-47.458,-136.749,-31.177,-65.294,-135.786,-212.076,-180.677,-68.081,-152.926,-69.667,-206.039,-86.869,-1.234,-162.933,-172.379,0,0,15960,3999,-15740,5396
