age_head,DSI,EIC,FLPDYR,f2441,f6251,MARS,XTOT,e00200,e00300,e00400,e00600,e00700,e00800,e00900,e01200,e01700,e01400,e02000,e02100,e02300,e02400,e03150,e03300,e03400,e03500,e03270,e07300,e07400,e07600,e09700,e09800,e09900,e11200,e17500,e18500,e19200,e20100,e19800,e20500,e20400,e27200,e26270,e32800,MIDR,n24,e00650,e01100,e03210,e03220,e03230,e03240,e03290,e07240,e07260,p08000,e18400,p22250,p23250,e24515,e24518,p25470,e58990,e62900,e87530,RECID,s006,p87521,age_spouse,e00200p,e00900p,e02100p,filer
99,0,0,1991,0,1,2,2,0,28480,0,5,0,0,-147300,0,0,0,-8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35487.066,-7563.784,0,-41992.22,-29142.056,-34327.359,-997.936,-40356.819,-10294.2,-29662.628,-6762.662,-14163.173,-29453.774,-46001.971,-39191.103,-14767.676,-33171.617,-15111.753,-44692.463,-18843.075,-267.712,-35342.268,-37391.186,0,0,0,-147300,0,2079
99,0,0,1991,0,1,2,2,4000,113200,0,11,0,0,306500,0,0,1240,-365500,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8796,0,0,-35421.187,-7549.742,0,-41914.264,-29087.955,-34263.632,-996.084,-40281.899,-10275.09,-29607.562,-6750.108,-14136.88,-29399.095,-45916.571,-39118.348,-14740.26,-33110.036,-15083.699,-44609.494,-18808.094,-267.215,-35276.657,-37321.772,0,0,4000,306500,0,2080
99,0,0,1991,0,1,2,5,186800,1470,0,0,0,0,0,0,0,0,-668800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35391.907,-7543.501,0,-41879.617,-29063.911,-34235.309,-995.26,-40248.602,-10266.596,-29583.087,-6744.528,-14125.194,-29374.794,-45878.616,-39086.012,-14728.076,-33082.667,-15071.231,-44572.619,-18792.547,-266.994,-35247.497,-37290.921,0,0,186800,0,0,2081
99,0,0,1991,0,0,2,2,218100,11930,0,9731,31500,0,0,0,0,0,-751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,-35340.668,-7532.58,0,-41818.984,-29021.833,-34185.744,-993.819,-40190.331,-10251.732,-29540.258,-6734.764,-14104.744,-29332.265,-45812.194,-39029.424,-14706.753,-33034.771,-15049.411,-44508.088,-18765.34,-266.608,-35196.466,-37236.932,0,0,218100,0,0,2082
99,0,0,1991,0,1,2,4,78000,18520,17520,5074,91,0,0,0,0,0,-585400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35326.028,-7529.46,0,-41801.661,-29009.81,-34171.583,-993.408,-40173.682,-10247.485,-29528.021,-6731.974,-14098.901,-29320.115,-45793.216,-39013.256,-14700.661,-33021.086,-15043.177,-44489.651,-18757.566,-266.497,-35181.886,-37221.507,0,0,78000,0,0,2083
99,0,0,1991,0,0,4,2,0,118400,0,28,0,0,0,0,0,0,-607100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35201.589,-7502.936,0,-41654.411,-28907.621,-34051.21,-989.908,-40032.167,-10211.388,-29424.006,-6708.26,-14049.236,-29216.832,-45631.905,-38875.828,-14648.876,-32904.766,-14990.186,-44332.932,-18691.491,-265.559,-35057.955,-37090.391,0,0,0,0,0,2084
99,0,0,1991,0,1,2,2,14940,438800,720000,8818,27830,0,0,0,33330,0,-1269000,0,0,0,0,0,2297,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8783,0,0,-35157.669,-7493.575,0,-41602.44,-28871.554,-34008.726,-988.673,-39982.22,-10198.647,-29387.295,-6699.89,-14031.707,-29180.379,-45574.972,-38827.325,-14630.599,-32863.712,-14971.483,-44277.62,-18668.17,-265.227,-35014.214,-37044.115,0,0,14940,0,0,2085
99,0,0,1991,0,0,1,1,0,27060,0,19930,0,0,0,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35143.029,-7490.455,0,-41585.117,-28859.532,-33994.564,-988.262,-39965.571,-10194.401,-29375.057,-6697.1,-14025.865,-29168.228,-45555.995,-38811.157,-14624.507,-32850.028,-14965.249,-44259.182,-18660.397,-265.117,-34999.634,-37028.689,0,0,0,0,0,2086
99,0,0,1991,0,0,2,2,0,101200,0,18,0,0,36000,0,0,0,-117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13030,0,0,-35128.389,-7487.335,0,-41567.793,-28847.509,-33980.403,-987.85,-39948.922,-10190.154,-29362.82,-6694.31,-14020.022,-29156.077,-45537.017,-38794.989,-14618.415,-32836.343,-14959.015,-44240.745,-18652.623,-265.006,-34985.054,-37013.264,0,0,0,36000,0,2087
99,0,0,1991,0,1,2,2,0,113,0,4,0,0,0,0,0,0,-476800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35113.749,-7484.214,0,-41550.47,-28835.487,-33966.242,-987.438,-39932.273,-10185.907,-29350.583,-6691.52,-14014.179,-29143.927,-45518.039,-38778.821,-14612.323,-32822.658,-14952.78,-44222.307,-18644.85,-264.896,-34970.474,-36997.839,0,0,0,0,0,2088
99,0,0,1991,0,1,2,2,900,8146,0,0,0,0,-71950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35084.47,-7477.973,0,-41515.823,-28811.443,-33937.919,-986.615,-39898.976,-10177.414,-29326.109,-6685.941,-14002.493,-29119.625,-45480.084,-38746.485,-14600.138,-32795.289,-14940.312,-44185.432,-18629.302,-264.675,-34941.314,-36966.988,0,0,900,-71950,0,2089
99,0,0,1991,0,1,2,4,27520,52830,0,0,10860,0,-8,0,0,0,-566900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35040.55,-7468.612,0,-41463.852,-28775.376,-33895.434,-985.38,-39849.029,-10164.673,-29289.398,-6677.571,-13984.964,-29083.172,-45423.151,-38697.981,-14581.861,-32754.235,-14921.609,-44130.12,-18605.982,-264.344,-34897.573,-36920.711,0,0,27520,-8,0,2090
99,0,0,1991,0,0,2,2,0,11350,9098,22270,0,0,0,0,0,0,-32130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35025.91,-7465.492,0,-41446.529,-28763.353,-33881.273,-984.968,-39832.38,-10160.426,-29277.161,-6674.781,-13979.121,-29071.021,-45404.173,-38681.813,-14575.769,-32740.55,-14915.375,-44111.682,-18598.208,-264.233,-34882.993,-36905.286,0,0,0,0,0,2091
99,0,0,1991,0,0,2,2,50,650,0,3,0,0,-12440,0,0,0,33070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21920,0,0,-34930.751,-7445.21,0,-41333.926,-28685.208,-33789.223,-982.292,-39724.163,-10132.822,-29197.62,-6656.647,-13941.143,-28992.04,-45280.818,-38576.721,-14536.169,-32651.6,-14874.853,-43991.838,-18547.68,-263.515,-34788.222,-36805.021,0,0,50,-12440,0,2092
99,0,0,1991,0,0,2,2,0,163900,0,0,0,0,0,0,0,0,-188900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12910,0,0,-34901.471,-7438.969,0,-41299.279,-28661.164,-33760.901,-981.469,-39690.865,-10124.329,-29173.146,-6651.067,-13929.457,-28967.739,-45242.862,-38544.386,-14523.985,-32624.231,-14862.384,-43954.964,-18532.133,-263.295,-34759.062,-36774.17,0,0,0,0,0,2093
99,0,0,1991,0,0,2,2,0,1087,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34886.831,-7435.848,0,-41281.955,-28649.141,-33746.739,-981.057,-39674.216,-10120.082,-29160.909,-6648.277,-13923.614,-28955.588,-45223.885,-38528.218,-14517.892,-32610.546,-14856.15,-43936.526,-18524.36,-263.184,-34744.482,-36758.745,0,0,0,0,34,2094
99,0,0,1991,0,0,2,4,15280,110100,965,10450,30840,0,0,0,0,0,-640800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34857.552,-7429.608,0,-41247.308,-28625.097,-33718.416,-980.234,-39640.919,-10111.588,-29136.435,-6642.698,-13911.928,-28931.286,-45185.929,-38495.882,-14505.708,-32583.177,-14843.681,-43899.651,-18508.813,-262.963,-34715.321,-36727.894,0,0,15280,0,0,2095
99,0,0,1991,0,0,2,4,0,8836,0,120,0,0,0,0,0,0,-3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64370,0,0,-34820.952,-7421.807,0,-41203.999,-28595.041,-33683.013,-979.204,-39599.296,-10100.971,-29105.842,-6635.723,-13897.321,-28900.909,-45138.485,-38455.462,-14490.477,-32548.965,-14828.096,-43853.557,-18489.379,-262.687,-34678.871,-36689.33,0,0,0,0,0,2096
99,0,1,1991,0,0,2,3,0,1909,0,28,0,0,0,0,0,0,1118,11130,0,11630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34777.032,-7412.446,0,-41152.029,-28558.974,-33640.528,-977.969,-39549.35,-10088.231,-29069.131,-6627.353,-13879.792,-28864.456,-45081.552,-38406.958,-14472.2,-32507.911,-14809.393,-43798.245,-18466.058,-262.356,-34635.131,-36643.054,0,0,0,0,11130,2097
99,0,0,1991,0,0,2,2,0,0,0,0,0,0,-67970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34762.392,-7409.325,0,-41134.705,-28546.952,-33626.367,-977.558,-39532.701,-10083.984,-29056.894,-6624.563,-13873.949,-28852.305,-45062.574,-38390.79,-14466.108,-32494.226,-14803.159,-43779.807,-18458.284,-262.245,-34620.55,-36627.629,0,0,0,-67970,0,2098
99,0,0,1991,0,0,3,1,28290,7819,0,7702,20120,0,0,0,0,0,-536500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34711.153,-7398.404,0,-41074.073,-28504.874,-33576.802,-976.117,-39474.43,-10069.121,-29014.064,-6614.799,-13853.499,-28809.777,-44996.152,-38334.202,-14444.785,-32446.33,-14781.339,-43715.276,-18431.077,-261.859,-34569.52,-36573.64,0,0,28290,0,0,2099
99,0,0,1991,0,1,2,5,0,10220,0,0,0,0,80860,0,0,0,133000,-316000,0,0,0,0,0,37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34703.833,-7396.844,0,-41065.411,-28498.863,-33569.721,-975.911,-39466.106,-10066.997,-29007.946,-6613.404,-13850.578,-28803.701,-44986.663,-38326.118,-14441.739,-32439.488,-14778.222,-43706.057,-18427.19,-261.804,-34562.23,-36565.927,0,0,0,80860,-316000,2100
99,0,0,1991,0,1,2,2,0,426700,802000,70180,0,0,0,0,0,0,-1184000,0,0,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34689.193,-7393.723,0,-41048.088,-28486.84,-33555.559,-975.499,-39449.457,-10062.75,-28995.709,-6610.614,-13844.735,-28791.551,-44967.686,-38309.95,-14435.647,-32425.803,-14771.988,-43687.62,-18419.417,-261.693,-34547.65,-36550.502,0,0,0,0,0,2101
99,0,0,1991,0,1,2,4,273500,61040,0,13580,77440,0,0,0,0,0,-1084000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34630.633,-7381.242,0,-40978.793,-28438.751,-33498.914,-973.852,-39382.861,-10045.763,-28946.76,-6599.455,-13821.363,-28742.947,-44891.775,-38245.279,-14411.277,-32371.064,-14747.051,-43613.87,-18388.323,-261.251,-34489.329,-36488.8,0,0,273500,0,0,2102
99,0,0,1991,0,0,2,2,0,98850,0,0,0,0,-101900,0,0,0,-42630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9826,0,0,-34506.194,-7354.719,0,-40831.544,-28336.562,-33378.541,-970.353,-39241.346,-10009.666,-28842.745,-6575.741,-13771.699,-28639.664,-44730.464,-38107.851,-14359.493,-32254.745,-14694.06,-43457.151,-18322.247,-260.313,-34365.398,-36357.684,0,0,0,-101900,0,2103
99,0,0,1991,0,0,2,2,466,795,0,29,0,0,14650,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34491.555,-7351.598,0,-40814.22,-28324.539,-33364.38,-969.941,-39224.697,-10005.419,-28830.508,-6572.951,-13765.856,-28627.513,-44711.487,-38091.683,-14353.401,-32241.06,-14687.826,-43438.714,-18314.474,-260.202,-34350.818,-36342.259,0,0,466,14650,0,2104
99,0,0,1991,0,1,2,6,0,57530,0,89,0,0,0,0,0,0,-68670,-282800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,-34425.675,-7337.557,0,-40736.264,-28270.439,-33300.653,-968.089,-39149.777,-9986.308,-28775.442,-6560.396,-13739.563,-28572.834,-44626.087,-38018.927,-14325.986,-32179.479,-14659.772,-43355.745,-18279.493,-259.705,-34285.207,-36272.844,0,0,0,0,-282800,2105
99,0,0,1991,0,0,2,4,0,3023,0,0,0,0,0,0,0,0,0,-261800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34389.075,-7329.756,0,-40692.955,-28240.383,-33265.25,-967.06,-39108.155,-9975.691,-28744.849,-6553.422,-13724.956,-28542.457,-44578.643,-37978.507,-14310.755,-32145.268,-14644.186,-43309.652,-18260.059,-259.429,-34248.757,-36234.281,0,0,0,0,-261800,2106
99,0,0,1991,0,1,2,2,0,80150,0,0,0,0,0,0,0,0,1375000,0,0,13030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34374.436,-7326.635,0,-40675.632,-28228.361,-33251.088,-966.648,-39091.506,-9971.445,-28732.612,-6550.632,-13719.113,-28530.306,-44559.665,-37962.339,-14304.663,-32131.583,-14637.952,-43291.214,-18252.286,-259.319,-34234.177,-36218.855,0,0,0,0,0,2107
99,0,0,1991,0,0,1,1,0,0,0,0,0,0,-469600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34374.436,-7326.635,0,-40675.632,-28228.361,-33251.088,-966.648,-39091.506,-9971.445,-28732.612,-6550.632,-13719.113,-28530.306,-44559.665,-37962.339,-14304.663,-32131.583,-14637.952,-43291.214,-18252.286,-259.319,-34234.177,-36218.855,0,0,0,-469600,0,2108
99,0,0,1991,0,1,2,5,0,7630,0,293,222,0,-97790,0,0,0,-21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22560,0,0,-34359.796,-7323.515,0,-40658.308,-28216.339,-33236.927,-966.236,-39074.858,-9967.198,-28720.375,-6547.842,-13713.27,-28518.155,-44540.687,-37946.172,-14298.57,-32117.898,-14631.718,-43272.777,-18244.512,-259.208,-34219.596,-36203.43,0,0,0,-97790,0,2109
99,0,0,1991,0,1,3,2,0,30730,0,0,0,0,104200,0,0,0,-534200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34308.556,-7312.594,0,-40597.676,-28174.261,-33187.362,-964.795,-39016.587,-9952.334,-28677.545,-6538.077,-13692.82,-28475.627,-44474.265,-37889.584,-14277.247,-32070.002,-14609.898,-43208.245,-18217.305,-258.822,-34168.566,-36149.441,0,0,0,104200,0,2110
99,0,0,1991,0,1,2,2,12720,28,0,343,0,0,-405,0,0,0,-163400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34301.236,-7311.033,0,-40589.014,-28168.249,-33180.281,-964.589,-39008.262,-9950.211,-28671.427,-6536.682,-13689.898,-28469.552,-44464.776,-37881.5,-14274.201,-32063.16,-14606.781,-43199.027,-18213.418,-258.766,-34161.276,-36141.728,0,0,12720,-405,0,2111
99,0,0,1991,0,1,3,6,0,1611,0,657,0,0,0,0,0,0,-137700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34279.276,-7306.353,0,-40563.029,-28150.216,-33159.039,-963.972,-38983.289,-9943.841,-28653.071,-6532.497,-13681.134,-28451.325,-44436.31,-37857.248,-14265.063,-32042.633,-14597.43,-43171.37,-18201.757,-258.601,-34139.406,-36118.59,0,0,0,0,0,2112
99,0,1,1991,0,1,2,3,4064,25630,0,0,422,0,0,0,0,0,-673700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34271.956,-7304.793,0,-40554.367,-28144.205,-33151.958,-963.766,-38974.964,-9941.717,-28646.953,-6531.103,-13678.212,-28445.25,-44426.821,-37849.164,-14262.017,-32035.79,-14594.313,-43162.152,-18197.871,-258.546,-34132.116,-36110.878,0,0,4064,0,0,2113
99,0,0,1991,0,0,1,1,75000,25690,0,5754,0,0,-8323,0,0,0,-121700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,-34191.437,-7287.631,0,-40459.088,-28078.082,-33074.07,-961.502,-38883.396,-9918.36,-28579.649,-6515.758,-13646.077,-28378.42,-44322.443,-37760.24,-14228.509,-31960.525,-14560.024,-43060.746,-18155.116,-257.938,-34051.925,-36026.038,0,0,75000,-8323,0,2114
99,0,0,1991,0,0,2,2,69990,1776,0,0,0,0,0,0,0,0,-455800,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34176.797,-7284.51,0,-40441.764,-28066.06,-33059.909,-961.09,-38866.747,-9914.113,-28567.412,-6512.968,-13640.234,-28366.269,-44303.466,-37744.072,-14222.417,-31946.84,-14553.79,-43042.308,-18147.343,-257.828,-34037.345,-36010.612,0,0,69990,0,0,2115
99,0,0,1991,0,1,2,4,52000,348500,0,15420,21150,0,-2800,0,0,0,-947500,0,0,0,0,0,0,0,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188,0,0,-34066.998,-7261.108,0,-40311.838,-27975.893,-32953.698,-958.002,-38741.881,-9882.262,-28475.634,-6492.044,-13596.412,-28275.137,-44161.133,-37622.813,-14176.725,-31844.205,-14507.033,-42904.027,-18089.041,-256.999,-33927.994,-35894.922,0,0,52000,-2800,0,2116
99,0,0,1991,0,0,2,2,67500,18950,27820,7095,0,0,0,0,0,0,5593,-563600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439,0,0,-34037.718,-7254.867,0,-40277.191,-27951.848,-32925.375,-957.179,-38708.583,-9873.769,-28451.16,-6486.465,-13584.726,-28250.836,-44123.177,-37590.477,-14164.54,-31816.836,-14494.565,-42867.152,-18073.494,-256.778,-33898.833,-35864.071,0,0,67500,0,-563600,2117
99,0,0,1991,0,1,2,2,2289,70540,98380,27180,17470,0,0,0,0,0,-725200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,-34023.078,-7251.746,0,-40259.867,-27939.826,-32911.213,-956.767,-38691.934,-9869.522,-28438.923,-6483.675,-13578.883,-28238.685,-44104.2,-37574.309,-14158.448,-31803.151,-14488.331,-42848.714,-18065.72,-256.668,-33884.253,-35848.646,0,0,2289,0,0,2118
99,0,0,1991,0,0,2,2,15000,1355,27,576,0,0,121500,0,0,3936,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34015.758,-7250.186,0,-40251.205,-27933.815,-32904.133,-956.561,-38683.61,-9867.398,-28432.804,-6482.28,-13575.962,-28232.609,-44094.711,-37566.225,-14155.402,-31796.309,-14485.214,-42839.496,-18061.834,-256.613,-33876.963,-35840.933,0,0,15000,121500,0,2119
99,0,0,1991,0,1,2,2,0,646,0,0,0,0,-175800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34008.439,-7248.626,0,-40242.544,-27927.803,-32897.052,-956.356,-38675.285,-9865.275,-28426.685,-6480.885,-13573.04,-28226.534,-44085.222,-37558.141,-14152.356,-31789.466,-14482.097,-42830.277,-18057.947,-256.558,-33869.673,-35833.22,0,0,0,-175800,0,2120
99,0,0,1991,0,1,2,4,112200,435400,12670,385,26020,0,0,0,314000,7188,-925900,0,0,0,0,0,0,0,0,0,0,0,0,0,31400,0,0,0,0,0,0,0,0,0,0,0,-33993.799,-7245.506,0,-40225.22,-27915.781,-32882.891,-955.944,-38658.636,-9861.028,-28414.448,-6478.095,-13567.197,-28214.383,-44066.244,-37541.973,-14146.263,-31775.782,-14475.862,-42811.839,-18050.173,-256.447,-33855.093,-35817.795,0,0,112200,0,0,2121
99,0,0,1991,0,1,2,3,27940,66910,0,6250,4509,0,0,0,44000,6471,-565400,0,0,0,0,0,0,59850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200,0,0,-33927.919,-7231.464,0,-40147.264,-27861.681,-32819.164,-954.091,-38583.716,-9841.918,-28359.382,-6465.54,-13540.904,-28159.704,-43980.845,-37469.217,-14118.848,-31714.201,-14447.808,-42728.871,-18015.192,-255.95,-33789.482,-35748.381,0,0,27940,0,0,2122
99,0,0,1991,0,1,3,1,0,1464,0,0,0,0,0,0,0,0,56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33898.639,-7225.223,0,-40112.617,-27837.636,-32790.841,-953.268,-38550.419,-9833.424,-28334.908,-6459.961,-13529.219,-28135.402,-43942.889,-37436.881,-14106.664,-31686.831,-14435.34,-42691.996,-17999.645,-255.729,-33760.322,-35717.53,0,0,0,0,0,2123
99,0,0,1991,0,0,2,6,104200,734900,299500,0,50190,0,0,0,0,0,-1326000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,-33869.36,-7218.982,0,-40077.97,-27813.592,-32762.518,-952.445,-38517.121,-9824.931,-28310.433,-6454.381,-13517.533,-28111.1,-43904.934,-37404.545,-14094.479,-31659.462,-14422.871,-42655.121,-17984.098,-255.508,-33731.162,-35686.679,0,0,104200,0,0,2124
99,0,0,1991,0,1,2,4,297500,1451,0,25,0,0,27170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33840.08,-7212.742,0,-40043.323,-27789.547,-32734.195,-951.621,-38483.823,-9816.437,-28285.959,-6448.801,-13505.847,-28086.799,-43866.978,-37372.209,-14082.295,-31632.093,-14410.403,-42618.246,-17968.551,-255.287,-33702.001,-35655.828,0,0,297500,27170,0,2125
99,0,0,1991,0,1,2,8,149700,323300,0,14930,6146,0,0,0,0,0,-289800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97470,0,0,-33818.12,-7208.061,0,-40017.338,-27771.514,-32712.953,-951.004,-38458.85,-9810.067,-28267.604,-6444.616,-13497.083,-28068.572,-43838.512,-37347.957,-14073.156,-31611.566,-14401.052,-42590.59,-17956.891,-255.122,-33680.131,-35632.69,0,0,149700,0,0,2126
99,0,0,1991,0,0,1,1,0,97410,470,34920,6269,0,-468300,0,0,0,-129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33796.16,-7203.381,0,-39991.353,-27753.48,-32691.711,-950.386,-38433.877,-9803.697,-28249.248,-6440.432,-13488.318,-28050.346,-43810.045,-37323.706,-14064.018,-31591.039,-14391.7,-42562.933,-17945.23,-254.956,-33658.261,-35609.552,0,0,0,-468300,0,2127
99,0,0,1991,0,0,2,5,36400,27070,0,0,2068,0,0,0,0,0,-90580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19990,0,0,-33737.601,-7190.899,0,-39922.059,-27705.391,-32635.065,-948.739,-38367.281,-9786.71,-28200.3,-6429.272,-13464.947,-28001.742,-43734.134,-37259.034,-14039.649,-31536.3,-14366.763,-42489.183,-17914.136,-254.514,-33599.94,-35547.85,0,0,36400,0,0,2128
99,0,0,1991,0,1,1,1,0,5126,0,731,0,0,-156900,0,0,0,80890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33664.401,-7175.297,0,-39835.441,-27645.279,-32564.258,-946.681,-38284.037,-9765.476,-28139.115,-6415.323,-13435.732,-27940.988,-43639.246,-37178.194,-14009.187,-31467.877,-14335.592,-42396.996,-17875.269,-253.962,-33527.04,-35470.723,0,0,0,-156900,0,2129
99,0,0,1991,0,0,1,1,0,61460,5118,11620,0,0,-520200,0,0,0,-25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33598.522,-7161.256,0,-39757.485,-27591.179,-32500.531,-944.828,-38209.117,-9746.365,-28084.048,-6402.768,-13409.439,-27886.309,-43553.846,-37105.438,-13981.772,-31406.296,-14307.538,-42314.027,-17840.288,-253.465,-33461.429,-35401.309,0,0,0,-520200,0,2130
99,0,0,1991,0,0,2,4,0,628000,0,34870,0,0,0,0,0,0,-1118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33561.922,-7153.455,0,-39714.176,-27561.123,-32465.128,-943.799,-38167.495,-9735.748,-28053.455,-6395.794,-13394.832,-27855.931,-43506.402,-37065.018,-13966.541,-31372.084,-14291.953,-42267.934,-17820.854,-253.189,-33424.979,-35362.745,0,0,0,0,0,2131
99,0,0,1991,0,0,2,2,326600,126100,0,1497,0,0,0,0,0,0,-988300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11680,0,0,-33554.602,-7151.894,0,-39705.515,-27555.112,-32458.047,-943.593,-38159.171,-9733.625,-28047.337,-6394.399,-13391.911,-27849.856,-43496.913,-37056.934,-13963.495,-31365.242,-14288.836,-42258.715,-17816.967,-253.134,-33417.689,-35355.033,0,0,326600,0,0,2132
99,0,0,1991,0,1,2,2,10200,71530,0,0,0,0,21460,0,0,0,-331200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14590,0,0,-33554.602,-7151.894,0,-39705.515,-27555.112,-32458.047,-943.593,-38159.171,-9733.625,-28047.337,-6394.399,-13391.911,-27849.856,-43496.913,-37056.934,-13963.495,-31365.242,-14288.836,-42258.715,-17816.967,-253.134,-33417.689,-35355.033,0,0,10200,21460,0,2133
99,0,0,1991,0,1,1,1,62400,182,0,0,0,0,0,0,0,0,-322200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33539.962,-7148.774,0,-39688.191,-27543.09,-32443.886,-943.182,-38142.522,-9729.378,-28035.1,-6391.609,-13386.068,-27837.705,-43477.935,-37040.766,-13957.403,-31351.557,-14282.602,-42240.277,-17809.193,-253.023,-33403.108,-35339.607,0,0,62400,0,0,2134
