agi_bin,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
INT2010,0.897270052133,0.269797234453,0.90831710639,0.864036380174,0.85994278965,0.936981197176,0.866985514693,0.842383754388,0.797446636485,0.833260923038,0.919078401801,0.936862135736,1.02375447203,1.04041237598,1.06451636719,1.03926114426,1.06855832363,1.01780021315,2.86304691761
INT2011,1.04502825559,0.863438842392,0.781884091183,0.888149719397,0.931654150249,0.847208041444,0.916188171053,0.938809606343,0.992471372364,0.876339672235,0.974417740905,1.03113535489,1.07725821131,1.03161372812,1.04383719774,1.13575296611,1.09533780494,1.10731228929,1.06147123315
INT2012,0.866050683316,0.952012834236,0.827352557246,0.80612301457,0.702257579267,0.785658440574,0.790987630767,0.779128935328,0.823681080993,0.893907869522,0.932036750612,0.962348307651,1.03483473175,1.02746417547,0.936246692264,1.00826170197,0.999655583942,1.23994666465,1.37527053305
INT2013,1.1392026657,0.788670120128,0.747536003152,0.757321923318,0.882140758884,0.860224626491,0.928341378781,0.898283544829,0.833495905753,0.875931059039,1.01129107972,1.00735446812,1.02086212221,1.03980326386,1.15499539506,1.07594996393,1.13292728445,0.999804879949,1.13500274754
INT2014,0.920924452371,0.914066748021,0.8538910882,0.76266464786,0.838612263213,0.857330280512,0.972561488512,0.85869779519,0.829369007819,1.03007504922,0.850413552046,1.07001568814,1.03205414103,0.942679932918,1.04680946691,1.0729574356,1.02994890962,1.07942247671,1.05392793813
INT2015,0.999922828996,0.996566724952,0.975961129131,0.977682190167,0.977987122068,0.980485175608,0.980049436362,0.986218163287,0.996118263689,1.00486953883,1.00989699149,1.00245970235,1.00389269164,1.00691610173,1.00125648568,1.0006805004,1.00582014826,1.00590342165,1.02249586267
INT2016,0.99424852305,0.988280049461,0.97070249199,0.97259122683,0.978198230141,0.97611823753,0.982503122965,0.980090500581,0.981194824433,1.00099891695,1.01036353138,1.00582330517,1.00837604509,0.993928824559,1.00926635659,1.00286046207,1.01122822378,1.06095144308,1.02573934473
INT2017,0.99358762258,0.995984397803,0.964833989257,0.960202713551,0.967906632268,0.973683241959,0.976300160602,0.980425005777,0.992766964379,1.00798457214,1.02499503442,1.00359416983,1.00683908292,1.00302317396,1.00413551427,1.0041270454,1.01187059379,1.02102006995,1.02338195825
INT2018,0.995103775389,0.985294521636,0.963599538641,0.968554275125,0.976561939587,0.973947182013,0.980887554566,0.990059365576,0.985963028112,1.00579396227,1.0019557314,1.00543869226,1.01234209558,0.99996892265,0.993658961245,1.00132338322,1.00920984472,1.07458610996,1.02316256558
INT2019,0.997067925873,0.984558957165,0.971609078705,0.969511092619,0.980837262953,0.979211711929,0.992142501537,0.992564003107,0.996123544552,1.00994578567,1.01505425595,0.999059721197,1.00509601321,1.00167277523,0.996708076566,0.996095352092,1.01904450854,1.0345794397,1.00633526474
INT2020,1.00302137099,0.984937416037,0.97176689158,0.977126352468,0.979914613349,0.980928483155,0.985909793292,0.993362333218,1.01031535527,1.00711205091,1.00030832501,1.00639596488,1.00189100659,0.997963850786,0.993917581351,1.00647859682,1.01027840556,1.05289884233,0.998278132581
INT2021,0.99923230922,0.987938203485,0.980269453495,0.984379282695,0.993877679808,0.988743467091,0.97749116103,0.99336831844,0.986772614806,1.0128380225,1.00936760091,1.01032843267,1.00182032301,0.994889990782,0.997406266218,0.999221496841,0.996651537215,1.00948615037,1.01713005136
INT2022,0.997110056935,0.994233995738,0.973383704935,0.972341853568,0.976627870819,0.994631829247,0.993034846547,1.00224713203,1.03467058566,1.01417398807,0.993740205725,0.994180707538,1.00355843821,1.0077163497,0.995208191371,1.01171317996,1.01195499325,1.00131940825,0.994942663999
INT2023,0.999208922086,0.992202707885,0.978638299371,0.978869871109,0.981513582359,0.989379897665,0.987737242395,0.999346960607,1.00765294343,1.01257191621,1.00198390813,0.995570952678,1.00813572692,1.00008217674,0.997792121538,1.00546385273,1.01562263664,1.0086807178,1.00289520554
INT2024,0.994768545674,0.990805013505,0.976842968661,0.985189942569,0.982763252004,0.988784945573,0.98262596233,1.00916208479,0.998966742469,1.01441232241,1.0104082789,1.00086717527,1.0018336638,0.996868531656,1.00026317801,1.0005635272,1.00515754975,1.01143474955,1.00581702427
INT2025,0.994638417767,0.993279441224,0.977335953152,0.975478737053,0.984477677144,0.980262149376,0.989721371148,1.00670549826,1.0079048502,1.01517557367,0.998105319927,1.00163644457,0.999830278991,1.00236279243,1.00582469976,1.00405074685,1.01248641212,1.01253795005,1.00447792194
INT2026,1.00108733807,0.99115027577,0.9768009884,0.974612000944,0.98886372903,0.982241884228,0.988401083189,1.0045206135,1.0147038436,1.00562429063,0.994869809939,0.998364879405,1.0039630862,1.00199035358,1.01032960779,1.01623610612,1.00963709233,1.00906039049,1.01991858679
